Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,4WAY,HOT GAS,예열운전1,Base Pan 히터,흡입 V/V,,,,,,,,,,,,,,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,과냉각기EEV,VI EEV1,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,과냉입구온도,과냉출구온도,액관온도,INV IPM온도,INV토출과열도,습도,,,,,,,,,
733,14:20:24,1,,,2598,804,0.0,15.0,2598,869,6.5,16.1,10.00,2.78,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,12.9,44.6,6.4,75.0,20.4,-100.0,22.5,30.9,91,30.4,0,,,,,,,,,
734,14:20:26,1,,,2598,804,0.0,15.0,2598,869,6.5,16.1,10.00,2.78,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,12.9,44.6,6.4,75.0,20.4,-100.0,22.5,30.9,91,30.4,0,,,,,,,,,
735,14:20:28,1,,,2598,804,0.0,15.0,2598,869,6.5,16.1,10.00,2.78,13.7,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,12.9,44.6,6.4,75.0,20.4,-100.0,22.5,30.9,91,30.4,0,,,,,,,,,
736,14:20:30,1,,,2598,804,0.0,15.0,2598,882,6.1,15.7,10.00,2.75,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.8,75.0,20.4,-100.0,22.5,30.5,91,30.4,0,,,,,,,,,
737,14:20:32,1,,,2598,804,0.0,15.0,2598,882,6.1,15.7,10.00,2.75,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.8,75.0,20.4,-100.0,22.5,30.5,91,30.4,0,,,,,,,,,
738,14:20:34,1,,,2598,804,0.0,15.0,2598,882,6.1,15.7,10.00,2.75,14.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.8,75.0,20.4,-100.0,22.5,30.5,91,30.4,0,,,,,,,,,
739,14:20:36,1,,,2598,804,0.0,15.0,2598,882,6.1,15.3,10.30,2.75,14.5,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.8,75.0,20.4,-65.2,22.1,30.1,91,30.4,0,,,,,,,,,
740,14:20:38,1,,,2598,804,0.0,15.0,2598,882,6.1,15.3,10.30,2.75,14.5,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.8,75.0,20.4,-65.2,22.1,30.1,91,30.4,0,,,,,,,,,
741,14:20:40,1,,,2598,804,0.0,15.0,2565,869,6.5,15.7,10.30,2.75,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.1,6.4,75.0,20.4,-100.0,22.1,30.1,91,30.9,0,,,,,,,,,
742,14:20:42,1,,,2598,804,0.0,15.0,2565,869,6.5,15.7,10.30,2.75,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.1,6.4,75.0,20.4,-100.0,22.1,30.1,91,30.9,0,,,,,,,,,
743,14:20:44,1,,,2598,804,0.0,15.0,2565,869,6.5,15.7,10.30,2.75,14.0,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.1,6.4,75.0,20.4,-100.0,22.1,30.1,91,30.9,0,,,,,,,,,
744,14:20:46,1,,,2565,804,0.0,15.0,2598,869,6.5,15.7,10.70,2.78,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.4,75.0,20.8,-100.0,22.1,29.7,91,30.4,0,,,,,,,,,
745,14:20:48,1,,,2565,804,0.0,15.0,2598,869,6.5,15.7,10.70,2.78,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.4,75.0,20.8,-100.0,22.1,29.7,91,30.4,0,,,,,,,,,
746,14:20:51,1,,,2565,804,0.0,15.0,2598,869,6.5,15.7,10.70,2.78,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.9,44.6,6.4,75.0,20.8,-100.0,22.1,29.7,91,30.4,0,,,,,,,,,
747,14:20:53,1,,,2565,804,0.0,15.0,2598,856,6.7,16.2,10.30,2.82,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,12.6,44.6,5.9,75.0,20.4,-65.2,22.1,29.7,91,30.4,0,,,,,,,,,
748,14:20:55,1,,,2565,804,0.0,15.0,2598,856,6.7,16.2,10.30,2.82,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,12.6,44.6,5.9,75.0,20.4,-65.2,22.1,29.7,91,30.4,0,,,,,,,,,
749,14:20:57,1,,,2598,804,0.0,15.0,2565,843,6.8,16.3,10.30,2.82,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.3,44.1,5.5,74.0,20.8,-100.0,21.8,29.3,90,29.9,0,,,,,,,,,
750,14:20:59,1,,,2598,804,0.0,15.0,2565,843,6.8,16.3,10.30,2.82,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,12.3,44.1,5.5,74.0,20.8,-100.0,21.8,29.3,90,29.9,0,,,,,,,,,
751,14:21:01,1,,,2598,804,0.0,15.0,2565,843,6.8,16.3,10.30,2.82,14.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,12.3,44.1,5.5,74.0,20.8,-100.0,21.8,29.3,90,29.9,0,,,,,,,,,
752,14:21:03,1,,,2598,804,0.0,15.0,2598,843,6.4,15.9,10.30,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,11.9,44.6,5.5,75.0,20.8,-100.0,21.4,29.0,90,30.4,0,,,,,,,,,
753,14:21:05,1,,,2598,804,0.0,15.0,2598,843,6.4,15.9,10.30,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,11.9,44.6,5.5,75.0,20.8,-100.0,21.4,29.0,90,30.4,0,,,,,,,,,
754,14:21:07,1,,,2598,804,0.0,15.0,2598,843,5.1,15.9,10.30,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,10.6,44.6,5.5,74.0,20.8,-100.0,21.4,29.0,90,29.4,0,,,,,,,,,
755,14:21:09,1,,,2598,804,0.0,15.0,2598,843,5.1,15.9,10.30,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,10.6,44.6,5.5,74.0,20.8,-100.0,21.4,29.0,90,29.4,0,,,,,,,,,
756,14:21:11,1,,,2598,804,0.0,15.0,2598,843,5.1,15.9,10.30,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,10.6,44.6,5.5,74.0,20.8,-100.0,21.4,29.0,90,29.4,0,,,,,,,,,
757,14:21:13,1,,,2598,804,0.0,15.0,2598,843,4.2,15.6,10.00,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,9.7,44.6,5.5,74.0,20.8,-100.0,21.1,29.0,90,29.4,0,,,,,,,,,
758,14:21:15,1,,,2598,804,0.0,15.0,2598,843,4.2,15.6,10.00,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,9.7,44.6,5.5,74.0,20.8,-100.0,21.1,29.0,90,29.4,0,,,,,,,,,
759,14:21:17,1,,,2598,804,0.0,15.0,2598,843,4.2,15.6,10.00,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.9,9.7,44.6,5.5,74.0,20.8,-100.0,21.1,29.0,90,29.4,0,,,,,,,,,
760,14:21:19,1,,,2598,804,0.0,15.0,2598,843,3.5,15.6,10.00,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,9.0,44.6,5.5,74.0,20.8,-100.0,21.1,29.0,90,29.4,0,,,,,,,,,
761,14:21:21,1,,,2598,804,0.0,15.0,2598,843,3.5,15.6,10.00,2.86,15.6,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,9.0,44.6,5.5,74.0,20.8,-100.0,21.1,29.0,90,29.4,0,,,,,,,,,
762,14:21:23,1,,,2598,804,0.0,15.0,2631,843,2.9,15.6,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.4,45.1,5.5,74.0,20.8,-100.0,21.1,29.0,90,28.9,0,,,,,,,,,
763,14:21:25,1,,,2598,804,0.0,15.0,2631,843,2.9,15.6,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.4,45.1,5.5,74.0,20.8,-100.0,21.1,29.0,90,28.9,0,,,,,,,,,
764,14:21:27,1,,,2631,804,0.0,15.0,2631,843,2.9,15.6,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.4,45.1,5.5,74.0,20.8,-100.0,21.1,29.0,90,28.9,0,,,,,,,,,
765,14:21:29,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.5,74.0,20.8,-100.0,21.4,29.0,90,28.9,0,,,,,,,,,
766,14:21:31,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.5,74.0,20.8,-100.0,21.4,29.0,90,28.9,0,,,,,,,,,
767,14:21:33,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,10.00,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.5,74.0,20.8,-100.0,21.4,29.0,90,28.9,0,,,,,,,,,
768,14:21:35,1,,,2631,804,0.0,15.0,2631,843,2.6,15.6,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.5,73.0,21.1,-100.0,21.1,29.0,90,27.9,0,,,,,,,,,
769,14:21:37,1,,,2631,804,0.0,15.0,2631,843,2.6,15.6,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.5,73.0,21.1,-100.0,21.1,29.0,90,27.9,0,,,,,,,,,
770,14:21:39,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.9,8.1,45.1,5.5,73.0,21.1,-100.0,21.4,29.0,90,27.9,0,,,,,,,,,
771,14:21:41,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.9,8.1,45.1,5.5,73.0,21.1,-100.0,21.4,29.0,90,27.9,0,,,,,,,,,
772,14:21:43,1,,,2631,804,0.0,15.0,2631,843,2.6,15.9,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.9,8.1,45.1,5.5,73.0,21.1,-100.0,21.4,29.0,90,27.9,0,,,,,,,,,
773,14:21:45,1,,,2631,804,0.0,15.0,2631,843,2.3,15.6,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,270,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.5,72.0,21.1,-65.2,21.1,29.0,90,26.9,0,,,,,,,,,
774,14:21:47,1,,,2631,804,0.0,15.0,2631,843,2.3,15.6,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,270,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.5,72.0,21.1,-65.2,21.1,29.0,90,26.9,0,,,,,,,,,
775,14:21:49,1,,,2631,804,0.0,15.0,2631,843,2.3,15.6,9.70,2.89,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.5,72.0,21.1,-65.2,21.1,29.0,90,26.9,0,,,,,,,,,
776,14:21:51,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.9,72.0,21.1,-100.0,21.4,29.3,90,26.9,0,,,,,,,,,
777,14:21:53,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.9,72.0,21.1,-100.0,21.4,29.3,90,26.9,0,,,,,,,,,
778,14:21:55,1,,,2631,804,0.0,15.0,2631,856,1.9,15.5,9.70,2.85,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.9,72.0,21.1,-100.0,21.4,29.0,90,26.9,0,,,,,,,,,
779,14:21:57,1,,,2631,804,0.0,15.0,2631,856,1.9,15.5,9.70,2.85,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,290,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.9,72.0,21.1,-100.0,21.4,29.0,90,26.9,0,,,,,,,,,
780,14:21:59,1,,,2631,804,0.0,15.0,2631,856,1.9,15.5,9.70,2.85,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.9,72.0,21.1,-100.0,21.4,29.0,90,26.9,0,,,,,,,,,
781,14:22:01,1,,,2631,804,0.0,15.0,2631,856,1.9,15.5,9.70,2.85,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.9,72.0,21.1,-65.2,21.4,29.0,90,26.9,0,,,,,,,,,
782,14:22:03,1,,,2631,804,0.0,15.0,2631,856,1.9,15.5,9.70,2.85,16.1,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,7.8,45.1,5.9,72.0,21.1,-65.2,21.4,29.0,90,26.9,0,,,,,,,,,
783,14:22:05,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,5.9,72.0,21.4,-100.0,21.4,29.3,90,26.9,0,,,,,,,,,
784,14:22:07,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,5.9,72.0,21.4,-100.0,21.4,29.3,90,26.9,0,,,,,,,,,
785,14:22:09,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,5.9,72.0,21.4,-100.0,21.4,29.3,90,26.9,0,,,,,,,,,
786,14:22:11,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.9,71.0,21.4,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
787,14:22:13,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.9,71.0,21.4,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
788,14:22:15,1,,,2631,804,0.0,15.0,2631,856,2.2,15.5,9.70,2.85,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,45.1,5.9,71.0,21.4,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
789,14:22:17,1,,,2631,804,0.0,15.0,2598,869,1.7,15.4,9.70,2.78,15.3,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,44.6,6.4,71.0,21.4,-65.2,21.8,29.3,90,26.4,0,,,,,,,,,
790,14:22:19,1,,,2631,804,0.0,15.0,2598,869,1.7,15.4,9.70,2.78,15.3,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.6,8.1,44.6,6.4,71.0,21.4,-65.2,21.8,29.3,90,26.4,0,,,,,,,,,
791,14:22:21,1,,,2598,804,0.0,15.0,2631,869,1.7,15.0,10.00,2.82,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,6.4,71.0,21.8,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
792,14:22:23,1,,,2598,804,0.0,15.0,2631,869,1.7,15.0,10.00,2.82,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,6.4,71.0,21.8,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
793,14:22:25,1,,,2598,804,0.0,15.0,2631,869,1.7,15.0,10.00,2.82,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.1,45.1,6.4,71.0,21.8,-100.0,21.4,29.3,90,25.9,0,,,,,,,,,
794,14:22:27,1,,,2598,804,0.0,15.0,2598,882,1.6,14.6,10.00,2.75,15.3,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.4,44.6,6.8,71.0,21.4,-100.0,21.4,29.3,90,26.4,0,,,,,,,,,
795,14:22:29,1,,,2598,804,0.0,15.0,2598,882,1.6,14.6,10.00,2.75,15.3,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.4,44.6,6.8,71.0,21.4,-100.0,21.4,29.3,90,26.4,0,,,,,,,,,
796,14:22:31,1,,,2598,804,0.0,15.0,2598,882,1.6,15.0,10.00,2.75,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.4,44.6,6.8,70.0,21.4,-65.2,21.8,29.7,90,25.4,0,,,,,,,,,
797,14:22:33,1,,,2598,804,0.0,15.0,2598,882,1.6,15.0,10.00,2.75,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.4,44.6,6.8,70.0,21.4,-65.2,21.8,29.7,90,25.4,0,,,,,,,,,
798,14:22:35,1,,,2598,804,0.0,15.0,2598,882,1.6,15.0,10.00,2.75,14.9,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,8.4,44.6,6.8,70.0,21.4,-65.2,21.8,29.7,90,25.4,0,,,,,,,,,
799,14:22:37,1,,,2631,804,0.0,15.0,2631,882,1.9,15.0,10.30,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,270,0,0,600,64,0,,,,,,14.2,8.7,45.1,6.8,70.0,21.8,-100.0,21.8,29.3,90,24.9,0,,,,,,,,,
800,14:22:39,1,,,2631,804,0.0,15.0,2631,882,1.9,15.0,10.30,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,270,0,0,600,64,0,,,,,,14.2,8.7,45.1,6.8,70.0,21.8,-100.0,21.8,29.3,90,24.9,0,,,,,,,,,
801,14:22:41,1,,,2631,804,0.0,15.0,2631,882,1.9,15.0,10.30,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,270,0,0,600,64,0,,,,,,14.2,8.7,45.1,6.8,70.0,21.8,-100.0,21.8,29.3,90,24.9,0,,,,,,,,,
802,14:22:43,1,,,2631,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,70.0,21.8,-100.0,21.4,29.3,90,24.9,0,,,,,,,,,
803,14:22:45,1,,,2631,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,70.0,21.8,-100.0,21.4,29.3,90,24.9,0,,,,,,,,,
804,14:22:47,1,,,2631,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,70.0,21.8,-100.0,21.4,29.3,90,24.9,0,,,,,,,,,
805,14:22:49,1,,,2631,804,0.0,15.0,2631,882,2.2,15.0,10.70,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,70.0,21.8,-100.0,21.8,29.3,89,24.9,0,,,,,,,,,
806,14:22:51,1,,,2631,804,0.0,15.0,2631,882,2.2,15.0,10.70,2.78,15.8,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,70.0,21.8,-100.0,21.8,29.3,89,24.9,0,,,,,,,,,
807,14:22:53,1,,,2631,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.4,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,69.0,21.8,-100.0,21.4,29.7,89,23.9,0,,,,,,,,,
808,14:22:55,1,,,2631,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.4,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,69.0,21.8,-100.0,21.4,29.7,89,23.9,0,,,,,,,,,
809,14:22:57,1,,,2663,804,0.0,15.0,2631,882,2.2,14.6,10.70,2.78,15.4,,0,0,0,0,0,,,,,,,,,,,,,,,,39,39,280,280,0,0,600,64,0,,,,,,14.2,9.0,45.1,6.8,69.0,21.8,-100.0,21.4,29.7,89,23.9,0,,,,,,,,,
