Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,TGT9,TGT29,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,TGT10,TGT210,,,,
528,14:13:32,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
529,14:13:34,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
530,14:13:36,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
531,14:13:38,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
532,14:13:40,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
533,14:13:42,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
534,14:13:44,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
535,14:13:46,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
536,14:13:48,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
537,14:13:50,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
538,14:13:52,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
539,14:13:54,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
540,14:13:56,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
541,14:13:58,1,,,12,5,1,268,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
542,14:14:00,1,,,12,5,1,268,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
543,14:14:02,1,,,12,5,1,268,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
544,14:14:04,1,,,12,5,1,268,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
545,14:14:06,1,,,12,5,1,268,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
546,14:14:08,1,,,12,5,1,268,33.11,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
547,14:14:10,1,,,12,5,1,268,33.11,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
548,14:14:12,1,,,12,5,1,268,33.11,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
549,14:14:14,1,,,12,5,1,268,33.11,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
550,14:14:16,1,,,12,5,1,268,33.11,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
551,14:14:18,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
552,14:14:20,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
553,14:14:22,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
554,14:14:24,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
555,14:14:26,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
556,14:14:28,1,,,12,5,1,268,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
557,14:14:30,1,,,12,5,1,254,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
558,14:14:32,1,,,12,5,1,254,32.72,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
559,14:14:34,1,,,12,5,1,254,32.34,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
560,14:14:36,1,,,12,5,1,254,32.34,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
561,14:14:38,1,,,12,5,1,254,32.34,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
562,14:14:40,1,,,12,5,1,254,32.34,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
563,14:14:42,1,,,12,5,1,254,32.34,13.35,14.68,1.33,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
564,14:14:44,1,,,12,5,1,254,32.34,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
565,14:14:46,1,,,12,5,1,254,32.34,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
566,14:14:48,1,,,12,5,1,254,32.34,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
567,14:14:50,1,,,12,5,1,254,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
568,14:14:52,1,,,12,5,1,254,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
569,14:14:54,1,,,12,5,1,254,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
570,14:14:56,1,,,12,5,1,241,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
571,14:14:58,1,,,12,5,1,241,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
572,14:15:00,1,,,12,5,1,241,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
573,14:15:02,1,,,12,5,1,241,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
574,14:15:04,1,,,12,5,1,241,32.72,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
575,14:15:06,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
576,14:15:08,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
577,14:15:10,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
578,14:15:12,1,,,12,5,1,241,32.34,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
579,14:15:14,1,,,12,5,1,241,32.34,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
580,14:15:16,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
581,14:15:18,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
582,14:15:20,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
583,14:15:22,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
584,14:15:24,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
585,14:15:27,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
586,14:15:29,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
587,14:15:31,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
588,14:15:33,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
589,14:15:35,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
590,14:15:37,1,,,12,5,1,241,32.34,12.68,15.02,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
591,14:15:39,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
592,14:15:41,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
593,14:15:43,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
594,14:15:45,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
595,14:15:47,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
596,14:15:49,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
597,14:15:51,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
598,14:15:53,1,,,12,5,1,241,32.34,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
599,14:15:55,1,,,12,5,1,241,32.72,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
600,14:15:57,1,,,12,5,1,241,32.72,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
601,14:15:59,1,,,12,5,1,242,32.72,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
602,14:16:01,1,,,12,5,1,242,32.72,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
603,14:16:03,1,,,12,5,1,242,32.72,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
604,14:16:05,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
605,14:16:07,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
606,14:16:09,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
607,14:16:11,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
608,14:16:13,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
609,14:16:15,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
610,14:16:17,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
611,14:16:19,1,,,12,5,1,242,32.34,12.68,15.35,2.67,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
612,14:16:21,1,,,12,5,1,242,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
613,14:16:23,1,,,12,5,1,242,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
614,14:16:25,1,,,12,5,1,242,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
615,14:16:27,1,,,12,5,1,243,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
616,14:16:29,1,,,12,5,1,243,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
617,14:16:31,1,,,12,5,1,243,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
618,14:16:33,1,,,12,5,1,243,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
619,14:16:35,1,,,12,5,1,243,32.34,12.68,15.69,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
620,14:16:37,1,,,12,5,1,243,32.34,12.34,16.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
621,14:16:39,1,,,12,5,1,243,32.34,12.34,16.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
622,14:16:41,1,,,12,5,1,243,32.34,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
623,14:16:43,1,,,12,5,1,243,32.34,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
624,14:16:45,1,,,12,5,1,243,32.34,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
625,14:16:47,1,,,12,5,1,243,32.34,11.67,16.02,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
626,14:16:49,1,,,12,5,1,243,32.34,11.67,16.02,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
627,14:16:51,1,,,12,5,1,243,32.34,11.67,16.02,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
628,14:16:53,1,,,12,5,1,243,32.34,11.34,16.36,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
629,14:16:55,1,,,12,5,1,243,32.34,11.34,16.36,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
630,14:16:57,1,,,12,5,1,251,32.34,11.34,16.36,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
631,14:16:59,1,,,12,5,1,251,32.34,11.34,16.36,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
632,14:17:01,1,,,12,5,1,251,32.34,11.34,16.36,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
633,14:17:03,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
634,14:17:05,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
635,14:17:07,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
636,14:17:09,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
637,14:17:11,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
638,14:17:13,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
639,14:17:15,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
640,14:17:17,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
641,14:17:19,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
642,14:17:21,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
643,14:17:23,1,,,12,5,1,251,32.34,11.00,16.69,5.69,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
644,14:17:25,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
645,14:17:27,1,,,12,5,1,251,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
646,14:17:29,1,,,12,5,1,260,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
647,14:17:31,1,,,12,5,1,260,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
648,14:17:33,1,,,12,5,1,260,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
649,14:17:35,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
650,14:17:37,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
651,14:17:39,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
652,14:17:41,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
653,14:17:43,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
654,14:17:45,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
655,14:17:47,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
656,14:17:49,1,,,12,5,1,260,32.72,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
657,14:17:51,1,,,12,5,1,260,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
658,14:17:53,1,,,12,5,1,260,32.34,11.34,16.69,5.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
659,14:17:55,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
660,14:17:57,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
661,14:17:59,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
662,14:18:01,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
663,14:18:03,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
664,14:18:05,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
665,14:18:07,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
666,14:18:10,1,,,12,5,1,276,32.72,11.67,16.69,5.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
667,14:18:12,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
668,14:18:14,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
669,14:18:16,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
670,14:18:18,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
671,14:18:20,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
672,14:18:22,1,,,12,5,1,276,32.72,12.01,16.36,4.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
673,14:18:24,1,,,12,5,1,276,32.72,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
674,14:18:26,1,,,12,5,1,276,32.72,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
675,14:18:28,1,,,12,5,1,277,32.72,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
676,14:18:30,1,,,12,5,1,277,32.72,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
677,14:18:32,1,,,12,5,1,277,32.72,12.01,16.02,4.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
678,14:18:34,1,,,12,5,1,277,32.72,12.01,15.69,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
679,14:18:36,1,,,12,5,1,277,32.72,12.01,15.69,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
680,14:18:38,1,,,12,5,1,277,32.72,12.01,15.69,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
681,14:18:40,1,,,12,5,1,277,32.72,12.01,15.69,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
682,14:18:42,1,,,12,5,1,277,32.72,12.01,15.69,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
683,14:18:44,1,,,12,5,1,277,32.72,11.67,15.69,4.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
684,14:18:46,1,,,12,5,1,277,32.72,11.67,15.69,4.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
685,14:18:48,1,,,12,5,1,277,32.72,11.67,15.69,4.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
686,14:18:50,1,,,12,5,1,277,32.72,11.67,15.35,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
687,14:18:52,1,,,12,5,1,277,32.72,11.67,15.35,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
688,14:18:54,1,,,12,5,1,277,32.72,11.34,15.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
689,14:18:56,1,,,12,5,1,277,32.72,11.34,15.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
690,14:18:58,1,,,12,5,1,277,32.72,11.34,15.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
691,14:19:00,1,,,12,5,1,281,32.72,11.34,15.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
692,14:19:02,1,,,12,5,1,281,32.72,11.34,15.02,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
693,14:19:04,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
694,14:19:06,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
695,14:19:08,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
696,14:19:10,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
697,14:19:12,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
698,14:19:14,1,,,12,5,1,281,32.34,11.00,14.68,3.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
699,14:19:16,1,,,12,5,1,281,32.34,11.00,14.35,3.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
700,14:19:18,1,,,12,5,1,281,32.34,11.00,14.35,3.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
701,14:19:20,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
702,14:19:22,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
703,14:19:24,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
704,14:19:26,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
705,14:19:28,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
706,14:19:30,1,,,12,5,1,281,32.34,11.00,14.01,3.01,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
707,14:19:32,1,,,12,5,1,281,31.96,11.00,13.68,2.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
708,14:19:34,1,,,12,5,1,281,31.96,11.00,13.68,2.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
709,14:19:36,1,,,12,5,1,281,31.96,11.00,13.35,2.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
710,14:19:38,1,,,12,5,1,281,31.96,11.00,13.35,2.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
711,14:19:40,1,,,12,5,1,281,31.96,11.00,13.35,2.35,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
