siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,Unnamed: 42,Unnamed: 43,Unnamed: 44,siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,Unnamed: 8,현재고압,현재저압,COMP기준,Unnamed: 12,압축비,설정온도차,Unnamed: 15,Unnamed: 16,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,Unnamed: 35,Unnamed: 36,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
556,08:43:59,1,,,2,22,1,Te Limit,4,0,48,2,27,13,0,-1,0,1,0,0,0,0,0,0,0,0,26,255,0,0,0,123,0,1,24,91,5,62,5,145,24,,,,556,08:43:59,1,,,24,5,3,141,27.57,4.14,3.07,-1.07,,96,0,0,220,,,,,,556,08:43:59,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,556,08:43:59,1,,,14.4,172,60,2.48,290,300,9.8,7.2,6.8,6.8,6.2,TE,,,,,,,,,,0,0,0,0,,,,
557,08:44:01,1,,,2,22,1,Te Limit,4,0,51,2,30,13,0,-1,0,1,0,0,0,0,0,0,0,0,28,255,0,0,0,123,0,1,24,88,5,62,5,144,24,,,,557,08:44:01,1,,,24,5,3,141,27.57,4.14,3.07,-1.07,,96,0,0,220,,,,,,557,08:44:01,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,557,08:44:01,1,,,14.4,172,60,2.48,290,300,9.8,7.2,6.6,6.8,7.0,TE,,,,,,,,,,0,0,0,0,,,,
558,08:44:03,1,,,2,22,1,Te Limit,4,0,51,2,30,13,0,-1,0,1,0,0,0,0,0,0,0,0,28,255,0,0,0,123,0,1,24,88,5,62,5,144,24,,,,558,08:44:03,1,,,24,5,3,141,27.57,4.14,3.07,-1.07,,96,0,0,220,,,,,,558,08:44:03,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,558,08:44:03,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.6,6.8,7.0,TE,,,,,,,,,,0,0,0,0,,,,
559,08:44:05,1,,,2,22,1,Te Limit,4,0,55,2,34,13,0,-1,0,1,0,0,0,0,0,0,0,0,30,255,0,0,0,123,0,1,24,84,5,56,5,138,24,,,,559,08:44:05,1,,,24,5,3,141,27.57,4.14,3.07,-1.07,,96,0,0,220,,,,,,559,08:44:05,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,559,08:44:05,1,,,14.4,172,60,2.48,295,300,10.0,7.2,8.0,6.8,6.0,TE,,,,,,,,,,0,0,0,0,,,,
560,08:44:07,1,,,2,22,1,Te Limit,4,0,55,2,37,13,0,-1,0,1,0,0,0,0,0,0,0,0,30,255,0,0,0,123,0,1,24,84,5,56,5,138,24,,,,560,08:44:07,1,,,24,5,3,141,27.57,4.14,3.07,-1.07,,96,0,0,220,,,,,,560,08:44:07,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,560,08:44:07,1,,,14.4,172,60,2.48,295,300,10.0,7.2,8.0,6.8,6.0,TE,,,,,,,,,,0,0,0,0,,,,
561,08:44:09,1,,,2,22,1,Te Limit,4,0,58,2,37,13,0,-1,0,1,0,0,0,0,0,0,0,0,32,255,0,0,0,123,0,1,25,12,5,58,5,141,24,,,,561,08:44:09,1,,,24,5,3,141,27.57,4.14,2.71,-1.43,,100,0,0,220,,,,,,561,08:44:09,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,561,08:44:09,1,,,14.2,172,60,2.48,295,300,9.8,7.2,6.8,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
562,08:44:11,1,,,2,22,1,Te Limit,4,0,1,2,0,13,0,-1,0,1,0,0,0,0,0,0,0,0,35,255,0,0,0,123,0,1,24,88,5,61,5,143,24,,,,562,08:44:11,1,,,24,5,3,141,27.57,4.14,2.71,-1.43,,97,0,0,220,,,,,,562,08:44:11,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,562,08:44:11,1,,,14.2,172,60,2.48,295,300,9.8,7.2,7.0,6.8,5.8,TE,,,,,,,,,,0,0,0,0,,,,
563,08:44:13,1,,,2,22,1,Te Limit,4,0,1,2,0,13,0,-1,0,1,0,0,0,0,0,0,0,0,35,255,0,0,0,123,0,1,24,88,5,61,5,143,24,,,,563,08:44:13,1,,,24,5,3,140,27.57,4.14,2.71,-1.43,,97,0,0,220,,,,,,563,08:44:13,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,563,08:44:13,1,,,14.4,172,60,2.48,295,300,9.8,7.2,7.0,6.8,5.8,TE,,,,,,,,,,0,0,0,0,,,,
564,08:44:15,1,,,2,22,1,Te Limit,4,0,5,2,4,13,0,-1,0,1,0,0,0,0,0,0,0,0,37,255,0,0,0,123,0,1,24,98,5,63,5,146,24,,,,564,08:44:15,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,564,08:44:15,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,564,08:44:15,1,,,14.4,172,60,2.48,295,300,10.0,7.2,6.8,6.8,7.6,TE,,,,,,,,,,0,0,0,0,,,,
565,08:44:17,1,,,2,22,1,Te Limit,4,0,5,2,7,13,0,-1,0,1,0,0,0,0,0,0,0,0,39,255,0,0,0,123,0,1,24,98,5,63,5,146,24,,,,565,08:44:17,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,565,08:44:17,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,565,08:44:17,1,,,14.4,172,60,2.48,295,300,10.0,7.2,6.8,6.8,7.6,TE,,,,,,,,,,0,0,0,0,,,,
566,08:44:19,1,,,2,22,1,Te Limit,4,0,8,2,7,13,0,-1,0,1,0,0,0,0,0,0,0,0,39,255,0,0,0,123,0,1,24,91,5,58,5,140,24,,,,566,08:44:19,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,566,08:44:19,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,566,08:44:19,1,,,14.4,172,60,2.48,295,300,9.8,7.2,7.4,6.8,5.4,TE,,,,,,,,,,0,0,0,0,,,,
567,08:44:21,1,,,2,22,1,Te Limit,4,0,12,2,10,13,0,-1,0,1,0,0,0,0,0,0,0,0,41,255,0,0,0,122,0,1,24,87,5,52,5,151,24,,,,567,08:44:21,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,567,08:44:21,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,567,08:44:21,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.4,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
568,08:44:23,1,,,2,22,1,Te Limit,4,0,12,2,14,13,0,-1,0,1,0,0,0,0,0,0,0,0,41,255,0,0,0,122,0,1,24,87,5,52,5,151,24,,,,568,08:44:23,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,568,08:44:23,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,568,08:44:23,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.4,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
569,08:44:25,1,,,2,22,1,Te Limit,4,0,15,2,14,13,0,-1,0,1,0,0,0,0,0,0,0,0,44,255,0,0,0,123,0,1,25,4,5,56,5,139,24,,,,569,08:44:25,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,569,08:44:25,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,569,08:44:25,1,,,14.4,172,60,2.48,295,300,9.8,7.2,7.6,6.8,7.4,TE,,,,,,,,,,0,0,0,0,,,,
570,08:44:27,1,,,2,22,1,Te Limit,4,0,15,2,17,13,0,-1,0,1,0,0,0,0,0,0,0,0,46,255,0,0,0,123,0,1,25,4,5,56,5,139,24,,,,570,08:44:27,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,570,08:44:27,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,570,08:44:27,1,,,14.4,172,60,2.48,295,300,9.8,7.2,7.6,6.8,7.4,TE,,,,,,,,,,0,0,0,0,,,,
571,08:44:29,1,,,2,22,1,Te Limit,4,0,18,2,17,13,0,-1,0,1,0,0,0,0,0,0,0,0,46,255,0,0,0,123,0,1,24,96,5,56,5,138,24,,,,571,08:44:29,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,97,0,0,220,,,,,,571,08:44:29,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,571,08:44:29,1,,,14.2,172,60,2.48,295,300,9.8,7.2,7.4,6.8,6.8,TE,,,,,,,,,,0,0,0,0,,,,
572,08:44:31,1,,,2,22,1,Te Limit,4,0,18,2,21,13,0,-1,0,1,0,0,0,0,0,0,0,0,48,255,0,0,0,123,0,1,24,97,5,51,5,134,24,,,,572,08:44:31,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,572,08:44:31,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,572,08:44:31,1,,,14.2,172,60,2.48,295,300,9.8,7.2,7.4,6.8,6.8,TE,,,,,,,,,,0,0,0,0,,,,
573,08:44:33,1,,,2,22,1,Te Limit,4,0,22,2,21,13,0,-1,0,1,0,0,0,0,0,0,0,0,48,255,0,0,0,123,0,1,24,97,5,51,5,134,24,,,,573,08:44:33,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,573,08:44:33,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,573,08:44:33,1,,,14.2,172,60,2.44,295,300,9.8,7.2,7.2,6.6,7.6,TE,,,,,,,,,,0,0,0,0,,,,
574,08:44:35,1,,,2,22,1,Te Limit,4,0,25,2,24,13,0,-1,0,1,0,0,0,0,0,0,0,0,50,255,0,0,0,123,0,1,24,96,5,52,5,134,24,,,,574,08:44:35,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,574,08:44:35,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,45.1,44.6,64.0,126.7,,,,,,,,,,,,,574,08:44:35,1,,,14.2,172,60,2.48,295,300,9.8,7.0,8.2,6.8,5.4,TE,,,,,,,,,,0,0,0,0,,,,
575,08:44:37,1,,,2,22,1,Te Limit,4,0,25,2,27,13,0,-1,0,1,0,0,0,0,0,0,0,0,50,255,0,0,0,123,0,1,24,96,5,52,5,134,24,,,,575,08:44:37,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,575,08:44:37,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,575,08:44:37,1,,,14.2,172,60,2.48,295,300,9.8,7.0,8.2,6.8,5.4,TE,,,,,,,,,,0,0,0,0,,,,
576,08:44:39,1,,,2,22,1,Te Limit,4,0,28,2,27,13,0,-1,0,1,0,0,0,0,0,0,0,0,53,255,0,0,0,123,0,1,24,71,5,54,5,137,24,,,,576,08:44:39,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,576,08:44:39,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,576,08:44:39,1,,,14.2,172,60,2.48,295,300,10.0,7.2,7.2,6.6,7.2,TE,,,,,,,,,,0,0,0,0,,,,
577,08:44:41,1,,,2,22,1,Te Limit,4,0,32,2,31,13,0,-1,0,1,0,0,0,0,0,0,0,0,55,255,0,0,0,123,0,1,24,96,5,55,5,137,24,,,,577,08:44:41,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,577,08:44:41,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,577,08:44:41,1,,,14.2,172,60,2.48,295,300,10.0,7.2,6.8,6.6,6.8,TE,,,,,,,,,,0,0,0,0,,,,
578,08:44:43,1,,,2,22,1,Te Limit,4,0,32,2,31,13,0,-1,0,1,0,0,0,0,0,0,0,0,55,255,0,0,0,123,0,1,24,96,5,55,5,137,24,,,,578,08:44:43,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,578,08:44:43,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,578,08:44:43,1,,,14.2,172,60,2.48,300,300,10.0,7.2,6.8,6.8,6.8,TE,,,,,,,,,,0,0,0,0,,,,
579,08:44:45,1,,,2,22,1,Te Limit,4,0,35,2,34,13,0,-1,0,1,0,0,0,0,0,0,0,0,57,255,0,0,0,123,0,1,24,85,5,52,5,135,24,,,,579,08:44:45,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,579,08:44:45,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,579,08:44:45,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.8,6.8,5.8,TE,,,,,,,,,,0,0,0,0,,,,
580,08:44:47,1,,,2,22,1,Te Limit,4,0,35,2,38,13,0,-1,0,1,0,0,0,0,0,0,0,0,57,255,0,0,0,123,0,1,24,85,5,52,5,135,24,,,,580,08:44:47,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,580,08:44:47,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,580,08:44:47,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.8,6.8,5.8,TE,,,,,,,,,,0,0,0,0,,,,
581,08:44:49,1,,,2,22,1,Te Limit,4,0,39,2,38,13,0,-1,0,1,0,0,0,0,0,0,0,0,59,255,0,0,0,123,0,1,24,87,5,54,5,137,24,,,,581,08:44:49,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,581,08:44:49,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,140,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,581,08:44:49,1,,,14.0,172,60,2.48,295,300,10.0,7.2,7.2,6.8,7.4,TE,,,,,,,,,,0,0,0,0,,,,
582,08:44:51,1,,,2,22,1,Te Limit,4,0,42,2,1,13,0,-1,0,1,0,0,0,0,0,0,0,0,62,255,0,0,0,123,0,1,25,2,5,56,5,138,24,,,,582,08:44:51,1,,,24,5,3,140,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,582,08:44:51,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,582,08:44:51,1,,,14.0,172,60,2.48,295,300,9.8,7.2,7.0,6.8,7.4,TE,,,,,,,,,,0,0,0,0,,,,
583,08:44:53,1,,,2,22,1,Te Limit,4,0,42,2,1,13,0,-1,0,1,0,0,0,0,0,0,0,0,62,255,0,0,0,123,0,1,25,2,5,56,5,138,24,,,,583,08:44:53,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,583,08:44:53,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,583,08:44:53,1,,,14.2,172,60,2.48,290,300,9.8,7.2,7.0,6.8,7.4,TE,,,,,,,,,,0,0,0,0,,,,
584,08:44:55,1,,,2,22,1,Te Limit,4,0,45,2,4,13,0,-1,0,1,0,0,0,0,0,0,0,0,64,255,0,0,0,123,0,1,25,6,5,55,5,138,24,,,,584,08:44:55,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,584,08:44:55,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,584,08:44:55,1,,,14.2,172,60,2.48,290,300,9.8,7.2,8.0,6.8,6.2,TE,,,,,,,,,,0,0,0,0,,,,
585,08:44:57,1,,,2,22,1,Te Limit,4,0,45,2,8,13,0,-1,0,1,0,0,0,0,0,0,0,0,64,255,0,0,0,123,0,1,25,6,5,55,5,138,24,,,,585,08:44:57,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,585,08:44:57,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,585,08:44:57,1,,,14.2,172,60,2.48,290,300,9.8,7.2,8.0,6.8,6.2,TE,,,,,,,,,,0,0,0,0,,,,
586,08:44:59,1,,,2,22,1,Te Limit,4,0,49,2,8,13,0,-1,0,1,0,0,0,0,0,0,0,0,66,255,0,0,0,123,0,1,25,10,5,60,5,143,24,,,,586,08:44:59,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,586,08:44:59,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,586,08:44:59,1,,,14.2,172,60,2.48,290,300,9.8,7.2,7.0,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
587,08:45:01,1,,,2,22,1,Te Limit,4,0,52,2,11,13,0,-1,0,1,0,0,0,0,0,0,0,0,68,255,0,0,0,123,0,1,25,3,5,49,5,131,24,,,,587,08:45:01,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,587,08:45:01,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,587,08:45:01,1,,,14.2,172,60,2.48,290,300,9.8,7.2,6.6,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
588,08:45:03,1,,,2,22,1,Te Limit,4,0,52,2,11,13,0,-1,0,1,0,0,0,0,0,0,0,0,68,255,0,0,0,123,0,1,25,3,5,49,5,131,24,,,,588,08:45:03,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,100,0,0,220,,,,,,588,08:45:03,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,588,08:45:03,1,,,14.2,172,60,2.44,290,300,9.8,7.2,6.6,6.8,7.2,TE,,,,,,,,,,0,0,0,0,,,,
589,08:45:05,1,,,2,22,1,Te Limit,4,0,56,2,15,13,0,-1,0,1,0,0,0,0,0,0,0,0,71,255,0,0,0,123,0,1,24,71,5,53,5,135,24,,,,589,08:45:05,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,589,08:45:05,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,589,08:45:05,1,,,14.2,172,60,2.44,290,300,9.8,7.0,6.6,6.6,7.4,TE,,,,,,,,,,0,0,0,0,,,,
590,08:45:07,1,,,2,22,1,Te Limit,4,0,56,2,18,13,0,-1,0,1,0,0,0,0,0,0,0,0,73,255,0,0,0,123,0,1,24,71,5,53,5,135,24,,,,590,08:45:07,1,,,24,5,3,139,27.57,4.14,3.07,-1.07,,98,0,0,220,,,,,,590,08:45:07,1,,,0,0,82,,0,0,22,,1.0,9.6,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,89,89,750,750,0,0,138,255,,,,,,,41.5,220.0,-48.7,-50.3,78.0,44.6,44.1,64.0,126.7,,,,,,,,,,,,,590,08:45:07,1,,,14.2,172,60,2.44,290,300,9.8,7.0,6.6,6.6,7.4,TE,,,,,,,,,,0,0,0,0,,,,
